"Sample","pop","year","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"0383_BC17","BC",2017,-0.0293382907455846,0.0026891269077838,0.0599359478685786,0.0749417253867627,-0.0217999584011226,-0.00587450936682547,0.00660227069238628,0.045747474401833
"0384_BC17","BC",2017,-0.0283549813757538,0.00104277985164026,0.0503595631769504,0.0483447226830407,-0.0234317880864448,-0.0231979160588722,-0.0402105086524117,-0.0256502367635423
"0401_BC17","BC",2017,-0.0256430448988154,-0.0121429605992401,0.0203948588846822,0.0407196461380522,-0.00230521795484849,0.00785704888996983,-0.0003274840709378,0.00162727929434539
"0402_BC17","BC",2017,-0.0219348088196626,-0.0253979545130993,-0.0186710307525924,0.0167661744265585,-0.00450301052565807,0.0024038707310686,0.000232204676204162,0.00963732637076387
"0403_BC17","BC",2017,-0.0225613745895295,-0.00201952382793045,-0.000520378883212612,0.00180624315836873,0.0340382788520832,0.0106697001089474,-0.0173361870703901,-0.00770370031041588
"0404_BC17","BC",2017,-0.0228124161809807,-0.0262178496902286,-0.0108457673333803,0.0195336145921342,-0.00382258720957563,0.000640347854305701,-0.00310955649451929,0.00508601713357005
"0405_BC17","BC",2017,-0.0248388107940317,-0.0150150266718594,0.00612180551648891,0.0255011265367097,-0.0108879563850387,-0.0139830238781923,-0.0122833546799933,-0.00165056450231225
"0406_BC17","BC",2017,-0.0249432756913004,-0.0110870340931735,0.0052886376211973,0.0280507479751085,-1.96526664335483e-05,-0.00201374235546295,-0.0016164954582677,-0.00886804665420626
"0407_BC17","BC",2017,-0.0251362129547971,-0.0132985053357431,0.00484346816797129,0.0313644561811533,-0.0136254371387702,-0.0101861431110911,0.00258105653490077,0.00478183490232115
"0408_BC17","BC",2017,-0.0278036437887135,0.00704800018529906,0.0357773825630831,0.0665049473422391,-0.040111776623147,-0.0272665007467449,0.0124899100585294,0.0390437027261803
"0497_BC17","BC",2017,-0.0243141220545834,-0.0182938923735806,0.00573510181242115,0.0193626261115612,-0.00104304439002914,0.00204291007872711,-0.000473452080076136,-0.00259296964211245
"0498_BC17","BC",2017,-0.0224072785240496,-0.0123363690154422,-0.00299166165959244,-0.00595629249750111,0.00204072407367449,0.00912731859626116,-0.00597649253094889,0.00453051000789113
"0499_BC17","BC",2017,-0.0236810540726982,-0.01429461874853,0.00877227848395755,0.0158345292894741,-0.0101983252696747,0.000574808894465352,-0.00673017700889171,-0.0112384253475064
"0500_BC17","BC",2017,-0.0178082472157954,-0.0305923911223466,-0.0358111714525545,0.00545886078729436,-0.00259306445351539,-0.00120338089551498,-0.00614508205351842,-0.00719867828223192
"0501_BC17","BC",2017,-0.0265132788948807,-0.0124364640615216,0.0262572845730978,0.0451560384291909,-0.0143213617074474,0.00885428944336929,-0.0133030771098807,0.0092660209233071
"0502_BC17","BC",2017,-0.0244721885335947,-0.0165551434158075,0.00904933327596506,0.0307132912978492,-0.00281578170223771,0.0064177321146226,-0.00944447206225465,0.00278483819837477
"0503_BC17","BC",2017,-0.0230541442714704,-0.013191306963282,0.00798560455123685,-0.0101019134029224,0.00363717724833775,0.00821205015898524,-0.00669597221392875,0.00454600225990305
"0504_BC17","BC",2017,-0.0238321125844501,-0.00547138977909435,-0.00845222127784099,0.0092783371383709,0.0299708485989247,0.021400970631482,-0.00171602428045381,-0.00338714464701691
"0569_BC17","BC",2017,-0.0209872058738159,-0.0150814383309496,-0.0149841654660386,-0.00964632262504825,0.00116602557694307,0.00708289992939511,-0.00261754415284213,0.00788901325366325
"0570_BC17","BC",2017,-0.0224954514158462,-0.00770251673151293,-0.0240907841553838,0.016650724081709,-0.00842496622754569,-0.0164607706569731,0.00509924311191698,0.00871564051972924
"0571_BC17","BC",2017,-0.0217153255407394,-0.0169726449957808,-0.00264994102210546,0.0216455647774427,-0.00456696847061743,-0.00205672580442907,-0.0038207828155163,0.0118122663134723
"0572_BC17","BC",2017,-0.0190082947694551,-0.0314140492804519,-0.0381451420308045,0.00828314090745145,-0.00417434672849858,0.00197257048717583,0.000990142870811075,0.00214754589342688
"0573_BC17","BC",2017,-0.0227618178726387,-0.02368664182412,-0.0195614632066471,0.0159893110828374,-0.00752423436064141,-0.00543856534131595,-0.00347489241051761,-0.00131250353003708
"0574_BC17","BC",2017,-0.020701077016555,-0.0242623129794614,-0.0239372808042514,0.0126064916793478,-0.00326939167106094,0.000646950895257232,-0.00161372136107778,-0.00264896574156458
"0575_BC17","BC",2017,-0.0207253155891021,-0.0268237414908645,-0.0255985926841278,0.0116964060484078,-0.00267259074859184,0.00157238826760149,0.00114333102782744,0.00148895250049274
"0576_BC17","BC",2017,-0.0215395647860828,-0.0132639831109314,-0.0113243256851148,-0.00366079570804295,0.00882064261157331,0.00546182392381653,-0.017745357960232,0.00278917808260284
"0737_BC17","BC",2017,-0.0286364402740166,0.0346877222198197,0.0407589933018948,-0.000763150546084551,-0.0135145901397069,-0.0150009700053935,0.0349066755888355,0.127704738234727
"0738_BC17","BC",2017,-0.0295557207026689,0.00542771402242127,0.068563650715244,0.0681401152567474,-0.0399512681252087,-0.0038222179620361,0.00155454172179591,0.0562724173260494
"0739_BC17","BC",2017,-0.0302475165690707,0.0043689226956537,0.0654041407900703,0.0820216001122694,-0.017503863758657,-0.00122735300564518,0.00884652654880199,-0.0222114467940955
"0740_BC17","BC",2017,-0.0287980650864685,-0.00533921770405156,0.0437294722194861,0.0587045380266728,0.00157963574654881,0.00955041398999402,-0.00562949558045777,0.00595821981197577
"0741_BC17","BC",2017,-0.0299660774733632,0.00412552162021179,0.0624133123000611,0.0830009169245126,-0.026691013830952,-0.00856005296718138,0.0182886550896893,0.0420776095947546
"0742_BC17","BC",2017,-0.0292299313189398,-0.00451695560070412,0.0523372768207802,0.0559314602618775,-0.0170658629086309,0.00993782895425017,0.016006990697936,0.0200015078408158
"0743_BC17","BC",2017,-0.0276858722337628,-0.00387147040646899,0.0441182864189894,0.0419961751646863,-0.0195467810165686,0.00972492832850156,0.00818381784201774,0.00987612818575781
"0744_BC17","BC",2017,-0.0281739824500291,0.0167234079710214,0.0401524174610397,0.0678140474448579,0.0649264528649944,-0.0177535553734605,-0.0928131346564649,-0.0626280749596199
"1097_BC17","BC",2017,-0.0230045287984292,-0.010912017370579,0.00425566868432122,-0.00700056930447265,0.00481518784613902,0.00943809214322639,-0.0101106503063315,0.0110501037638016
"1098_BC17","BC",2017,-0.0261818768730697,-0.00613537710226799,0.00659726597364612,0.0405439168758287,0.0245375662459075,0.00839700401590124,0.00122987416318691,-0.00956150079760536
"1099_BC17","BC",2017,-0.0305609292041998,0.00330375119936118,0.0625416109106325,0.0913673381765616,-0.0100915074399815,0.0237705903254733,-0.0232101673425991,0.0208561756747919
"1100_BC17","BC",2017,-0.0213354850164853,-0.0116712258196259,-0.00591050765809052,-0.0136753145603183,0.00795462879621347,-0.0067333273668292,-0.0157898347600699,-0.00441643993537368
"1101_BC17","BC",2017,-0.026070710115306,-0.00922730016701229,0.0224754105761302,0.04192362945878,-0.00255543008046289,-0.00265041471725918,-0.0092980290287204,-0.00361805365155884
"1102_BC17","BC",2017,-0.0230380034730662,-0.0128149091461655,-0.00186660754810583,-0.00753910630495385,0.000106505070225521,0.004693722773595,-0.0217028830363416,0.00988790256250459
"1103_BC17","BC",2017,-0.0279895733203208,-0.00659674757673784,0.0339340418001161,0.0391858024734043,-0.0106494811765055,0.00188476524505946,-0.00859728870763323,-0.000200348328242298
"1104_BC17","BC",2017,-0.0226739609419094,-0.00944823140298716,-0.00431422837906799,-0.00586788254313815,0.0028434060099913,-0.00740983017016485,-0.0196050053550557,0.00296178211102983
"0545_CA17","CA",2017,-0.0251132853394066,0.0905192363863536,-0.0679048460263964,0.00849227633328676,0.0333188838437208,0.0244676867540274,-0.00397679501961208,0.000732366937281025
"0546_CA17","CA",2017,-0.0315702009400249,0.120060620678758,-0.0084596990123292,-0.0893383541929594,-0.105277988896445,-0.0519745827585257,-0.038841907548286,0.12103663381096
"0547_CA17","CA",2017,-0.0274567638696321,0.0961758260384266,-0.0390610026768739,0.0278347858435552,0.0755667995952448,-0.0546329626529812,-0.0272270454117588,0.00816490079622376
"0548_CA17","CA",2017,-0.0257788810119499,0.092963539502951,-0.07111609305444,0.0296004182232682,0.0150024361950109,0.00554675718381864,0.0224865590800738,-0.0013598950428934
"0549_CA17","CA",2017,-0.0292556677060936,0.110204040027022,-0.0509240501538284,0.0477515392319681,0.0210705872463604,0.00552108062005927,0.0252491863051282,0.000878684947096246
"0550_CA17","CA",2017,-0.0268301139579705,0.0695179505676883,-0.0459863010067716,0.0344488869541644,0.0110457535037451,-0.0557678279679729,0.0167897941382031,0.0123815974486194
"0551_CA17","CA",2017,-0.0294923670570248,0.122328053607662,-0.0565801019532376,0.0540818740237719,-0.0179437499785864,-0.0238727400927848,-0.0231301524797151,-0.0589804036853474
"0552_CA17","CA",2017,-0.0276919920646389,0.0955084587397049,-0.0545152314496446,0.0151774351642183,-0.0143822070020267,-0.0250478780214528,0.00596784718759945,0.0177423723300122
"0681_CA17","CA",2017,-0.0263975509178377,0.10237853045301,-0.0622830134047941,-0.00386930923342518,-0.0236288696134562,-0.0397303678241855,-0.0193317465585576,0.0144435659482566
"0682_CA17","CA",2017,-0.0267090723709247,0.0577232229988417,-0.0421715797638952,0.0150583975675038,-0.00631196847099163,0.0210435685780955,0.00143027050997207,-0.00829727268234939
"0683_CA17","CA",2017,-0.0293506393925467,0.135992934479274,-0.0451981170180175,-0.0104435799091583,0.0515412043796014,-0.00129693449292805,0.00889897561761017,-0.0179230896154785
"0684_CA17","CA",2017,-0.0254008540743825,0.0743575982720767,-0.0589847422103045,0.0292807600635832,0.0241860372729354,0.030140307815026,0.00369699017262153,-0.0185416051163556
"0685_CA17","CA",2017,-0.0305200185059223,0.139941029991593,-0.0361609626546958,-0.00418699307975984,0.0558825935196812,0.0121764948213762,0.0149974954086485,0.0134867494565641
"0686_CA17","CA",2017,-0.0262521932363655,0.0826131417748889,-0.054327263694152,0.0634124408380225,0.037283558397746,-0.0222532261961642,0.0387921906638607,0.00607401434405699
"0687_CA17","CA",2017,-0.0269840448479733,0.0752067242668839,-0.0424723085744441,0.0295064978240039,0.0534608414059676,0.0350842586698543,-0.0315559289089809,-0.0413461001751289
"0688_CA17","CA",2017,-0.027861115933666,0.0949764209623406,-0.055172822679839,0.0397115871927565,0.0392381608209498,0.00636749253837216,-0.0147957637359034,-0.0185588979839853
"0769_CA17","CA",2017,-0.0325573013707905,0.141508820677919,-0.0147319810411355,0.0147551985504599,0.058098625965843,0.0978582039179755,0.072144633535765,0.0504491578923882
"0771_CA17","CA",2017,-0.032779325245158,0.140066339761237,0.0166122072849461,-0.212572874607214,-0.448723455743487,-0.00358641245028683,-0.133061830219879,0.0208029130598438
"0772_CA17","CA",2017,-0.0291738162211388,0.0954416219933239,-0.0251446950667924,-0.0212425910160976,-0.0764190006822474,-0.100891994644237,-0.0443100778626562,0.0466101886532018
"0773_CA17","CA",2017,-0.0319290214536868,0.122834354555138,-0.0266653491808767,0.115093298359707,0.0976845022671642,-0.135063330169407,-0.00168112561778898,0.0130055770343584
"0774_CA17","CA",2017,-0.025837514964233,0.0903106053314611,-0.0656925792083218,-0.0157745795030256,-0.00656771183772259,-0.00283312349668246,0.0117416484089436,0.0329855842101798
"0775_CA17","CA",2017,-0.0325081848017963,0.142067657667951,-0.0219923397681185,-0.0658750268065531,-0.08826485700082,0.0439939317310128,-0.0646564672890489,-0.0115438322847057
"0776_CA17","CA",2017,-0.0281158926623232,0.0707303105216917,-0.0310131131362398,0.00769636206002651,-0.00854999412816718,-0.00805890954315431,-0.0366862701729682,-0.0157415743229823
"0825_CA17","CA",2017,-0.0327386578137889,0.113773639059954,0.0192722655037696,-0.0669980657804059,-0.303901466187727,-0.166561644359451,0.0307017407153259,0.219668798945073
"0826_CA17","CA",2017,-0.0248936245499516,0.076383469451869,-0.0593971270671389,-0.0163992131635788,0.00268546807278453,-0.0107880232070818,-0.0251624827964452,0.00777204079045615
"0827_CA17","CA",2017,-0.0262575916681512,0.0847634875203821,-0.0548425128122077,0.0307197539814974,-0.0312788653269733,-0.0364255693925671,0.0187498013964862,0.00462915533307977
"0828_CA17","CA",2017,-0.0252407917287031,0.104802996745918,-0.0711635840458465,0.015455329518474,0.0124006997492079,-0.00764784556849814,0.00884511170637738,0.0018297565944307
"0829_CA17","CA",2017,-0.0231714520692058,0.0787335957333354,-0.0801837215822916,0.0259518973427425,0.0272648681436,-0.00876932841433397,0.0235772850367093,0.0214330341130231
"0830_CA17","CA",2017,-0.0205227967864843,0.0682778844654501,-0.0930016699913048,0.00941727090883161,0.0049708134325976,0.000278386529727548,0.0160685025959898,-0.00118506069355132
"0832_CA17","CA",2017,-0.024509263111198,0.102035757843492,-0.0800654430062843,-0.00776749764831355,0.0576342206010499,-0.0264076611783091,-0.0141073969368257,0.00920343130524178
"0841_CA17","CA",2017,-0.0280253345998036,0.0925754577687643,-0.0433072243879322,-0.00124479425260257,0.0728532120578139,0.0598944336402044,-0.0520834068640202,-0.0206988322057165
"0842_CA17","CA",2017,-0.0326771790301853,0.140108989864797,-0.0218612180997654,0.0619333051560402,0.066720032725869,-0.0140162271059519,0.0205577946322316,-0.0239450236473557
"0843_CA17","CA",2017,-0.033631031490285,0.134455080324438,0.00344828140112563,0.0640139371080358,-0.0836841606523888,-0.0527982146134134,0.121020883707697,0.151800513258598
"0844_CA17","CA",2017,-0.030937507713012,0.116829980801303,-0.00422286419164002,0.00748150227183524,-0.103704989377028,0.0505168213497634,-0.163074027896449,-0.182770006951268
"0845_CA17","CA",2017,-0.0256369548941418,0.0979652323095553,-0.0714034933356879,0.0216396732468934,0.0207908567857761,0.00787970557908961,0.020890803404186,0.000744402079459775
"0846_CA17","CA",2017,-0.0338850149304127,0.137118177077117,0.00419520875059913,0.00117247348983228,-0.25362194896818,0.135353550673993,0.0627156582332169,-0.0557787088714542
"0847_CA17","CA",2017,-0.0301207873702331,0.126456906141465,-0.042418304279609,0.00388019890995208,0.115606595258785,-0.0433773719031495,-0.00280408870237289,0.0347898086769664
"0848_CA17","CA",2017,-0.0284951486734754,0.109820408474163,-0.0521703112004812,0.0109584500422967,0.0471339233582064,0.0437708912335721,0.00227319601593199,0.0132610645294165
"0913_CA17","CA",2017,-0.0146235590222801,0.0410457240618726,-0.107389570877098,-0.00196004915199213,0.0127505766611883,-0.00366235090242299,0.0047046482259073,0.00483638918743067
"0914_CA17","CA",2017,-0.0233649386137734,0.0868758242280093,-0.077404202750659,-0.0131698803239186,0.0311942154988446,0.00358932651731019,-0.0219064325825074,-0.0121243054790215
"0915_CA17","CA",2017,-0.027255909924369,0.0749248028031762,-0.0452419850645768,0.0123513737643939,0.0114888623362095,-0.0274295715063779,0.0384240658248517,0.0362048672651133
"0916_CA17","CA",2017,-0.0191892775895168,0.0245010059928816,-0.0749828086262538,-0.0150899349750198,-0.0108661495070963,-0.000232152176315912,-0.00376090754610329,0.0124320618150238
"0917_CA17","CA",2017,-0.0272701320467761,0.09945997721356,-0.0658203652936236,0.0301199929852393,0.015129594139982,0.00703547236420027,0.0220107170601725,0.00685857594754023
"0918_CA17","CA",2017,-0.0265929709873914,0.0853214198769405,-0.0479074145585939,0.00875653909755134,0.072061911931457,0.0113301231151898,0.0190762079617276,0.0246408229108678
"0919_CA17","CA",2017,-0.0252914287691367,0.0464303391327836,-0.0492141673197984,0.0230978391375403,0.0280064140502796,0.0446118814105931,-0.00810774377532611,-0.0187459296693368
"0920_CA17","CA",2017,-0.0224914127703523,0.0508167581695821,-0.0733531311626636,0.0290870737657796,0.0101851488060954,0.0110036436017465,0.0115320963007442,-0.00697606930609465
"0969_CA17","CA",2017,-0.0327918362997905,0.146428389525685,-0.0130907156882864,-0.00160006863146065,0.224239900800603,-0.0882832891573305,0.05430653205003,0.176909165319092
"0970_CA17","CA",2017,-0.0345330413784312,0.149102582387471,0.00442010798424231,0.154115222071306,0.12968124348545,0.0152394997513337,0.06893643343173,-0.0771514757851022
"0971_CA17","CA",2017,-0.0330736757374642,0.133841590196627,0.0077295408946134,-0.0159600171085655,0.0519530963103711,0.329929280302481,-0.148292066085721,-0.283643361135292
"0972_CA17","CA",2017,-0.0227479018873408,0.0775752014002651,-0.0768089352101993,0.0158984630917878,0.0252615681053549,-0.00776879657301443,0.0205859241598761,0.0108222125228586
"0973_CA17","CA",2017,-0.0321568243652155,0.136271146922172,-0.0237287155110502,0.0673536955958605,0.0652417197722052,-0.0124447584592563,0.0322526048654769,-0.0250306885755734
"0974_CA17","CA",2017,-0.0256188231731505,0.0809498225021435,-0.0475349795851081,-0.018366116594004,0.00940291281652962,0.0106661107352567,-0.0161749354256176,0.0128749462683455
"0975_CA17","CA",2017,-0.0252007617877839,0.0780200638177384,-0.0548810908339953,0.0123009654577804,0.0333614254997736,0.0153188919814214,-0.00675695000030798,-0.0198216463390657
"0976_CA17","CA",2017,-0.0244053330535375,0.103728643673521,-0.079159688667401,0.0177732691740756,-0.012972569597238,0.0187761359615238,0.0175046955357063,-0.0118107092190268
"1233_CA17","CA",2017,-0.0345666258384865,0.136186756772511,0.00513862227018446,0.12206429294356,-0.27865172348906,-0.0545173458934393,0.0072608421707713,-0.114052261276364
"1234_CA17","CA",2017,-0.0330694136356341,0.142153614541313,-0.00498291907714753,-0.0544604537770035,-0.175100422009298,0.179592214810744,0.0198633212390956,0.0201109201789851
"1235_CA17","CA",2017,-0.0331997942381363,0.122390773620751,0.0118660595569663,0.0508994516287487,0.0950094189933532,-0.312102077434773,0.065786831522055,0.231718339689217
"1236_CA17","CA",2017,-0.0298566821632943,0.104455302457359,-0.0237170287009861,0.0157033992319384,0.0240408423068027,0.162092144055238,-0.0473398233058382,-0.0650585505749787
"1237_CA17","CA",2017,-0.032005803004534,0.0968458022024197,0.0081412877411286,-0.0856322002660942,0.0720291749378042,0.0552265842872936,-0.266414898999338,-0.115777906877156
"1238_CA17","CA",2017,-0.0317177186008301,0.110375561999628,0.000352028234103685,-0.0820169280950142,0.03747395385501,0.00755406526007365,-0.0906254336906639,0.0106416082000229
"1239_CA17","CA",2017,-0.0300825386390986,0.110847941942621,-0.0337443720862498,-0.00447701304946583,0.0756299907876549,0.0341625690186367,-0.0543958671833018,-0.0499123237761351
"1240_CA17","CA",2017,-0.0217071484432392,0.035410154383773,-0.0650675641540541,0.00746229040609129,0.00652580005966288,-0.00570260707355292,0.00112409011972151,0.0109478034110338
"1241_CA17","CA",2017,-0.0241869193227845,0.0651499056884638,-0.0614218836528634,-0.0140149399472726,0.00247547637807329,-0.00201217293072104,-0.00252689135707052,0.00774384198639867
"1242_CA17","CA",2017,-0.0307812675117217,0.118691052588849,-0.0311911299543016,0.0277192718699707,-0.0973072002186931,0.0347871813229541,0.037766717666323,-0.0247969828134638
"1243_CA17","CA",2017,-0.0321017272742356,0.0953783299821148,0.012887007272555,0.0289165012701798,0.11896450941891,-0.14861305530424,-0.15657996515876,0.0532915381913836
"1244_CA17","CA",2017,-0.0242803054190722,0.0780655056757196,-0.0699189260777548,-0.0020062126114591,-0.00582139057739134,-0.0224703869868949,0.00431641584809916,0.0141179990037193
"1245_CA17","CA",2017,-0.0268702489291234,0.0872459831631427,-0.044064721510386,0.00233402000290664,0.0120957535905758,-0.0573021221925331,0.0205955183221547,0.0274685444081207
"1246_CA17","CA",2017,-0.0285253707472304,0.123425835970434,-0.048152010519262,-0.0448130947334114,-0.00975590976114372,-0.0579026096248374,-0.0302458152306366,0.0141264049864184
"1247_CA17","CA",2017,-0.0309153899985782,0.132508784153528,-0.0347233888137464,0.0521708084683205,-0.040746424461894,0.0562401871111287,0.0553950578230907,-0.0146574321959181
"1248_CA17","CA",2017,-0.0233211046913708,0.0685242114564879,-0.0682670167812871,-3.91212189380091e-05,-0.026434971704165,0.00679141051218335,-0.0165902991909385,-0.0179509978954014
"0353_PWS07","PWS",2007,-0.0122175557968299,-0.0198795364930351,-0.0258889229331687,-0.014464063279463,-0.000563544691654943,-0.0123715739761359,-0.00113939316040815,-0.00560121834978177
"0354_PWS07","PWS",2007,-0.0221530808661481,0.00488182214063341,0.0409482876058657,-0.00398661324930995,-0.0645696986143023,0.0261751922840379,0.0440089821476865,-0.050688657211129
"0355_PWS07","PWS",2007,-0.0228001714000113,-0.00737379159118438,0.0409519347536485,0.0471393844554242,0.0010001590805852,0.00857653586194323,0.00543728868458729,-0.00510039081034439
"0356_PWS07","PWS",2007,-0.0140603093177852,-0.0123792989111783,-0.0336692373711829,-0.0109273154700194,-0.00628754796936172,-0.0100796030395385,0.0139049759301089,-0.00177519966373442
"0357_PWS07","PWS",2007,-0.0220128676203659,-0.00863053952073923,0.0177407726460251,0.02734018267307,0.0193178343964746,0.0133410053083811,0.0064581522330815,-0.023351966204093
"0358_PWS07","PWS",2007,-0.0206924448007765,0.00468179082707998,0.015228297489732,-0.0225358158430274,-0.0134643777894621,-0.0288158477493169,0.00615645398666005,0.00852056802870539
"0359_PWS07","PWS",2007,-0.0246036325553554,0.00417610160150301,0.0594817781143219,0.0417908749209176,0.00118444346356363,-0.044751597929677,-0.0523388720701073,-0.0259446628776909
"0360_PWS07","PWS",2007,-0.0260123580913996,0.0059896594049631,0.0742155200274294,-0.0466766751578374,0.0516414576333483,0.126180415299247,0.00679161675653523,0.0381148311529583
"0361_PWS07","PWS",2007,-0.0228999641493146,0.00274292393435493,0.0565192415174066,-0.0171711225500719,0.0191772160006548,0.0148815718829668,0.0326766068137684,0.0118980175765721
"0362_PWS07","PWS",2007,-0.0255407313392042,0.0147417178437483,0.0832924930817033,0.110564246400876,-0.0303560070533958,-0.183398304028368,0.0178671872859653,-0.135780745127846
"0363_PWS07","PWS",2007,-0.0244032041930141,0.0124652580503657,0.073212836337383,-0.05772015968724,-0.0064923765046093,0.00854628303148205,0.0562884447007902,0.0469826057360847
"0364_PWS07","PWS",2007,-0.0243282296446969,-0.00610523684563691,0.0417597267613211,0.0338058303813047,-0.0112593846613657,0.0094965744501435,0.0063523670407177,-0.000876823580005094
"0365_PWS07","PWS",2007,-0.0236740456518205,0.0199242456242936,0.0682368745324076,-0.0738275890600598,-0.123501593045729,0.122476139810211,-0.0322989105199712,-0.159661173120994
"0366_PWS07","PWS",2007,-0.0235154717328536,0.00345295062757153,0.05083172613119,-0.0492335726932637,0.0144445018080488,0.0333781439933415,0.00903745680538655,0.0392279879771696
"0367_PWS07","PWS",2007,-0.0206972842290351,0.00432089793670825,0.0393717965495699,-0.00995484986765558,-0.00220323656882757,-0.00578472838849726,0.0218064611498669,0.0053194451607799
"0409_PWS07","PWS",2007,-0.0147995910912297,-0.00250633967610233,-0.0137380815472309,-0.0273986367268774,-0.00248188813620101,-0.0130484187849086,0.00666565283702298,-0.00187164789363226
"0410_PWS07","PWS",2007,-0.0193795725988701,-0.0130595169182245,0.00589000376479532,-0.0133680446796025,0.00496400088419663,-0.00374196887013213,-0.00154955623454321,0.00045483988682118
"0411_PWS07","PWS",2007,-0.0231871338527687,-0.010479749817301,0.02683889270668,0.0184046950686381,-0.00847178912194513,-0.0011227004011266,-0.0136592812597638,-0.00722701527084428
"0412_PWS07","PWS",2007,-0.0220872340127199,-0.000955610430564263,0.0354858014832669,0.0378682043953726,-0.0113643813591921,-0.00623167792402721,0.0318102871384221,0.0175149311825046
"0413_PWS07","PWS",2007,-0.019592967044153,0.00868246757146682,0.0393662789607621,-0.0599316544839563,0.0169562786956451,-0.0459468258911593,0.0358737376331445,-0.0352124764158836
"0414_PWS07","PWS",2007,-0.0211937756723031,-0.00980301388163687,0.0350630961999308,0.0192031082520359,0.00597807083135554,-0.00420228069303442,-0.00673101295844126,-0.00940134957773718
